Table,OldName,NewName,Type,Required,Nullable,Auto,Default,Description
PricingLevel,LEV_E_NAME,LevelEName,VARCHAR2(60),لا,نعم,لا,,اسم المستوى بالإنجليزي.
PricingLevel,A_CY,CurrencyCode,VARCHAR2(7),لا,نعم,لا,,رمز العملة.
PricingLevel,LEV_LOW,LevelLow,"""NUMBER(1,0)""",لا,نعم,لا,,أقل مستوى.
PricingLevel,LEV_HIGH,LevelHigh,"""NUMBER(1,0)""",لا,نعم,لا,,أعلى مستوى.
PricingLevel,LEV_DEFLT,LevelDefault,"""NUMBER(1,0)""",لا,نعم,لا,,المستوى الافتراضي.
PricingLevel,BILL_DOC_TYPE,BillDocType,"""NUMBER(1,0)""",لا,نعم,لا,,نوع مستند الفاتورة المرتبط.
PricingLevel,PRCNT_PRICE_FROM_COST,PercentPriceFromCost,NUMBER,لا,نعم,لا,,نسبة السعر من التكلفة.
PricingLevel,DEC_NO,DecNo,"""NUMBER(2,0)""",لا,نعم,لا,,عدد الكسور العشرية المقبولة في السعر.
PricingLevel,CST_TYPE,CostType,"""NUMBER(1,0)""",لا,نعم,لا,,نوع التكلفة (أساسي/نهائي).
PricingLevel,CST_PRCNT,CostPercent,NUMBER,لا,نعم,لا,,نسبة التكلفة.
PricingLevel,AD_U_ID,AddedByUserId,"""NUMBER(5,0)""",لا,نعم,لا,,رقم المستخدم الذي أضاف السطر.
PricingLevel,AD_DATE,AddedDate,DATE,لا,نعم,لا,,تاريخ الإضافة.
PricingLevel,UP_U_ID,UpdatedByUserId,"""NUMBER(5,0)""",لا,نعم,لا,,المستخدم الذي عدل السطر.
PricingLevel,UP_DATE,UpdatedDate,DATE,لا,نعم,لا,,تاريخ آخر تعديل.
PricingLevel,UP_CNT,UpdateCount,"""NUMBER(10,0)""",لا,نعم,لا,,عدد مرات التعديل.
PricingLevel,PR_REP,ReportPriority,"""NUMBER(10,0)""",لا,نعم,لا,,أولوية التقرير.
PricingLevel,AD_TRMNL_NM,AddedTerminal,VARCHAR2(50),لا,نعم,لا,,الجهاز عند الإضافة.
PricingLevel,UP_TRMNL_NM,UpdatedTerminal,VARCHAR2(50),لا,نعم,لا,,الجهاز عند التعديل.
PricingLevel,INACTIVE,Inactive,"""NUMBER(1,0)""",لا,نعم,لا,,علم التعطيل (1=معطل).
PricingLevel,INACTIVE_RES,InactiveReason,VARCHAR2(250),لا,نعم,لا,,سبب التعطيل.
PricingLevel,INACTIVE_DATE,InactiveDate,DATE,لا,نعم,لا,,تاريخ التعطيل.
PricingLevel,INACTIVE_U_ID,InactiveUserId,"""NUMBER(5,0)""",لا,نعم,لا,,المستخدم الذي عطل المستوى.
ItemMovement,DOC_TYPE,DocType,"""NUMBER(5,0)""",نعم,لا,لا,,نوع المستند (فاتورة، مرتجع، تحويل، ...).
ItemMovement,BILL_DOC_TYPE,BillDocType,"""NUMBER(5,0)""",لا,نعم,لا,,نوع مستند الفاتورة المتعلق بالحركة.
ItemMovement,DOC_NO,DocNo,"""NUMBER(15,0)""",نعم,لا,لا,,رقم المستند الرئيسي للحركة.
ItemMovement,I_CODE,ItemCode,VARCHAR2(30),نعم,لا,لا,,كود الصنف.
ItemMovement,I_QTY,ItemQty,NUMBER,لا,نعم,لا,,الكمية المنقولة أو المدخلة أو المخرجة.
ItemMovement,FREE_QTY,FreeQty,NUMBER,لا,نعم,لا,,كمية مجانية ضمن الحركة.
ItemMovement,ITM_UNT,ItemUnit,VARCHAR2(10),نعم,لا,لا,,وحدة الصنف.
ItemMovement,P_SIZE,PackSize,NUMBER,نعم,لا,لا,,حجم العبوة.
ItemMovement,P_QTY,PackQty,NUMBER,لا,نعم,لا,,كمية العبوة.
ItemMovement,PF_QTY,PartialFreeQty,NUMBER,لا,نعم,لا,,كمية مجانية جزئية.
ItemMovement,I_DATE,ItemDate,DATE,نعم,لا,لا,,تاريخ الحركة.
ItemMovement,I_COST,ItemCost,NUMBER,لا,نعم,لا,,تكلفة الصنف.
ItemMovement,W_CODE,WarehouseCode,"""NUMBER(10,0)""",نعم,لا,لا,,رمز المستودع.
ItemMovement,WHG_CODE,WarehouseGroupCode,"""NUMBER(10,0)""",لا,نعم,لا,,مجموعة المستودع.
ItemMovement,STK_COST,StockCost,NUMBER,لا,نعم,لا,,تكلفة المخزون.
ItemMovement,VAT_AMT,VatAmount,NUMBER,لا,نعم,لا,,مبلغ ضريبة القيمة المضافة.
ItemMovement,DIS_AMT,DiscountAmount,NUMBER,لا,نعم,لا,,مبلغ الخصم على الحركة.
ItemMovement,A_CY,CurrencyCode,VARCHAR2(7),لا,نعم,لا,,رمز العملة.
ItemMovement,AC_RATE,AccountRate,NUMBER,لا,نعم,لا,,سعر الصرف.
ItemMovement,STK_RATE,StockRate,NUMBER,لا,نعم,لا,,سعر المخزون.
ItemMovement,CC_CODE,CostCenterCode,VARCHAR2(30),لا,نعم,لا,,مركز التكلفة.
ItemMovement,PJ_NO,ProjectNo,VARCHAR2(15),لا,نعم,لا,,رقم المشروع.
ItemMovement,ACTV_NO,ActivityNo,VARCHAR2(15),لا,نعم,لا,,رقم النشاط.
ItemMovement,AC_CODE_DTL,AccountDtlCode,VARCHAR2(30),لا,نعم,لا,,رمز تفاصيل الحساب.
ItemMovement,AC_DTL_TYP,AccountDtlType,"""NUMBER(2,0)""",لا,نعم,لا,,نوع تفاصيل الحساب.
ItemMovement,C_CODE,CustomerCode,VARCHAR2(15),لا,نعم,لا,,كود العميل.
ItemMovement,V_CODE,VendorCode,VARCHAR2(15),لا,نعم,لا,,كود المورد.
ItemMovement,A_DESC,Description,VARCHAR2(1000),لا,نعم,لا,,وصف الحركة.
ItemMovement,GR_NO,GRNo,"""NUMBER(15,0)""",لا,نعم,لا,,رقم أمر التوريد.
ItemMovement,EXPIRE_DATE,ExpireDate,DATE,نعم,لا,لا,,تاريخ انتهاء الدفعة.
ItemMovement,BATCH_NO,BatchNo,VARCHAR2(30),نعم,لا,لا,,رقم التشغيلة/الدفعة.
ItemMovement,RCRD_NO,RecordNo,"""NUMBER(10,0)""",لا,نعم,لا,,رقم السطر الداخلي.
ItemMovement,SERIAL,Serial,NUMBER,لا,نعم,لا,,رقم تسلسلي إضافي للعنصر.
ItemMovement,REF_NO,RefNo,VARCHAR2(30),لا,نعم,لا,,رقم مرجعي إضافي.
ItemMovement,DOC_SER,DocSerial,"""NUMBER(38,0)""",نعم,لا,لا,,الرقم التسلسلي للمستند.
ItemMovement,OUT_NO,OutNo,"""NUMBER(15,0)""",لا,نعم,لا,,رقم مستند الصرف المرتبط (تحويلات).
ItemMovement,OUT_GR_SER,OutGRSerial,"""NUMBER(38,0)""",لا,نعم,لا,,الرقم التسلسلي لأمر التوريد المرتبط.
ItemMovement,DOC_SEQUENCE,DocSequence,"""NUMBER(38,0)""",نعم,لا,لا,,تسلسل السطر بالمستند.
ItemMovement,BARCODE,Barcode,VARCHAR2(30),لا,نعم,لا,,الباركود المستخدم في الحركة.
ItemMovement,RT_TYPE,ReturnType,"""NUMBER(1,0)""",لا,نعم,لا,,نوع المرتجع (إن وجد).
ItemMovement,IN_OUT,InOut,"""NUMBER(1,0)""",نعم,لا,لا,,نوع الحركة (1=إدخال، 2=إخراج، ...).
ItemMovement,EXTERNAL_POST,ExternalPost,"""NUMBER(5,0)""",لا,نعم,لا,,علم الترحيل الخارجي.
ItemMovement,I_LENGTH,ItemLength,NUMBER,لا,نعم,لا,,طول العنصر.
ItemMovement,I_WIDTH,ItemWidth,NUMBER,لا,نعم,لا,,عرض العنصر.
ItemMovement,I_HEIGHT,ItemHeight,NUMBER,لا,نعم,لا,,ارتفاع العنصر.
ItemMovement,I_NUMBER,ItemNumber,NUMBER,لا,نعم,لا,,رقم العنصر الإضافي.
ItemMovement,WT_QTY,WeightQty,NUMBER,لا,نعم,لا,,كمية الوزن.
ItemMovement,WT_UNT,WeightUnit,VARCHAR2(10),لا,نعم,لا,,وحدة الوزن.
ItemMovement,ARGMNT_NO,ArgumentNo,NUMBER,لا,نعم,لا,,رقم مرجعي إضافي.
ItemMovement,AD_DATE,AddedDate,DATE,لا,نعم,لا,,تاريخ الإضافة.
ItemMovement,UP_DATE,UpdatedDate,DATE,لا,نعم,لا,,تاريخ آخر تعديل.
ItemMovement,CMP_NO,CompanyNo,"""NUMBER(3,0)""",نعم,لا,لا,,رقم الشركة.
ItemMovement,BRN_NO,BranchNo,"""NUMBER(6,0)""",نعم,لا,لا,,رقم الفرع.
ItemMovement,BRN_YEAR,BranchYear,"""NUMBER(4,0)""",لا,نعم,لا,,السنة المالية للفرع.
ItemMovement,BRN_USR,BranchUser,"""NUMBER(3,0)""",لا,نعم,لا,,مستخدم الفرع.
ItemMovement,FREE_TYP,FreeType,"""NUMBER(1,0)""",لا,نعم,لا,,نوع الكمية المجانية.
ItemMovement,LEV_NO,LevelNo,"""NUMBER(3,0)""",لا,نعم,لا,,رقم مستوى التسعير المستخدم.
ItemMovement,I_PRICE_VAT,ItemPriceVat,NUMBER,لا,نعم,لا,,سعر العنصر بعد الضريبة.
ItemMovement,EMP_NO,EmployeeNo,"""NUMBER(10,0)""",لا,نعم,لا,,رقم الموظف المرتبط بالحركة.
ItemMovement,DIS_AMT_MST_VAT,DiscountAmountMasterVat,NUMBER,لا,نعم,لا,,مبلغ الخصم الرئيسي بعد الضريبة.
ItemMovement,DIS_PER,DiscountPercent,NUMBER,لا,نعم,لا,,نسبة الخصم.
ItemMovement,DIS_AMT_DTL,DiscountAmountDetail,NUMBER,لا,نعم,لا,,مبلغ الخصم التفصيلي.
ItemMovement,DIS_AMT_DTL_VAT,DiscountAmountDetailVat,NUMBER,لا,نعم,لا,,مبلغ الخصم التفصيلي بعد الضريبة.
ItemMovement,DIS_PER2,DiscountPercent2,NUMBER,لا,نعم,لا,,نسبة خصم إضافية.
ItemMovement,DIS_AMT_DTL2,DiscountAmountDetail2,NUMBER,لا,نعم,لا,,مبلغ خصم إضافي تفصيلي.
ItemMovement,DIS_AMT_DTL2_VAT,DiscountAmountDetail2Vat,NUMBER,لا,نعم,لا,,مبلغ خصم إضافي تفصيلي بعد الضريبة.
ItemMovement,DIS_PER3,DiscountPercent3,NUMBER,لا,نعم,لا,,نسبة خصم إضافية ثالثة.
ItemMovement,DIS_AMT_DTL3,DiscountAmountDetail3,NUMBER,لا,نعم,لا,,مبلغ خصم إضافي ثالث.
ItemMovement,DIS_AMT_DTL3_VAT,DiscountAmountDetail3Vat,NUMBER,لا,نعم,لا,,مبلغ خصم إضافي ثالث بعد الضريبة.
ItemMovement,OTHR_AMT,OtherAmount,NUMBER,لا,نعم,لا,,مبلغ إضافي آخر.
ItemMovement,VAT_AMT_OTHR,VatAmountOther,NUMBER,لا,نعم,لا,,مبلغ الضريبة على الإضافات.
ItemMovement,VAT_PER,VatPercent,NUMBER,لا,نعم,لا,,نسبة ضريبة القيمة المضافة.
ItemMovement,DIS_AMT_MST,DiscountAmountMaster,NUMBER,لا,نعم,لا,,مبلغ الخصم الرئيسي بدون ضريبة.
InventoryAdjustment,STK_TYPE,StockType,"""NUMBER(5,0)""",لا,نعم,لا,,نوع المخزون (رئيسي/فرعي/خدمي).
InventoryAdjustment,ADJUST_TYPE,AdjustType,"""NUMBER(2,0)""",نعم,لا,لا,,نوع التسوية (جرد دوري، مفاجئ، ...).
InventoryAdjustment,DOC_NO,DocNo,"""NUMBER(15,0)""",نعم,لا,لا,,رقم مستند التسوية.
InventoryAdjustment,DOC_SER,DocSerial,"""NUMBER(38,0)""",لا,نعم,لا,,الرقم التسلسلي للمستند.
InventoryAdjustment,DOC_DATE,DocDate,DATE,لا,نعم,لا,,تاريخ المستند.
InventoryAdjustment,REF_NO,RefNo,VARCHAR2(15),لا,نعم,لا,,رقم مرجعي إضافي.
InventoryAdjustment,STK_DESC,StockDesc,VARCHAR2(100),لا,نعم,لا,,وصف التسوية.
InventoryAdjustment,A_CODE,AccountCode,VARCHAR2(30),لا,نعم,لا,,كود الحساب المحاسبي المرتبط.
InventoryAdjustment,V_CODE,VendorCode,VARCHAR2(15),لا,نعم,لا,,كود المورد.
InventoryAdjustment,A_CY,CurrencyCode,VARCHAR2(7),لا,نعم,لا,,رمز العملة.
InventoryAdjustment,STK_ACC_RATE,StockAccRate,NUMBER,لا,نعم,لا,,سعر صرف التسوية.
InventoryAdjustment,CC_CODE,CostCenterCode,VARCHAR2(30),لا,نعم,لا,,مركز التكلفة.
InventoryAdjustment,PJ_NO,ProjectNo,VARCHAR2(15),لا,نعم,لا,,رقم المشروع المرتبط.
InventoryAdjustment,ACTV_NO,ActivityNo,VARCHAR2(15),لا,نعم,لا,,رقم النشاط.
InventoryAdjustment,STK_POST,StockPost,"""NUMBER(1,0)""",لا,نعم,لا,,تم ترحيل التسوية (1=نعم).
InventoryAdjustment,PR_REP,ReportPriority,"""NUMBER(10,0)""",لا,نعم,لا,,أولوية التقرير.
InventoryAdjustment,HUNG,Hung,"""NUMBER(1,0)""",لا,نعم,لا,,تسوية معلقة (1=نعم).
InventoryAdjustment,FILL_TYPE,FillType,"""NUMBER(2,0)""",لا,نعم,لا,,نوع التعبئة (يدوي/آلي).
InventoryAdjustment,DOC_BRN_NO,DocBranchNo,"""NUMBER(6,0)""",لا,نعم,لا,,رقم فرع المستند.
InventoryAdjustment,AUDIT_REF,AuditRef,"""NUMBER(1,0)""",لا,نعم,لا,,مرجع التدقيق.
InventoryAdjustment,AUDIT_REF_DESC,AuditRefDesc,VARCHAR2(500),لا,نعم,لا,,وصف مرجع التدقيق.
InventoryAdjustment,AUDIT_REF_U_ID,AuditRefUserId,"""NUMBER(5,0)""",لا,نعم,لا,,رقم المستخدم لمرجع التدقيق.
InventoryAdjustment,AUDIT_REF_DATE,AuditRefDate,DATE,لا,نعم,لا,,تاريخ مرجع التدقيق.
InventoryAdjustment,AD_U_ID,AddedByUserId,"""NUMBER(5,0)""",لا,نعم,لا,,رقم المستخدم الذي أضاف السطر.
InventoryAdjustment,AD_DATE,AddedDate,DATE,لا,نعم,لا,,تاريخ الإضافة.
InventoryAdjustment,UP_U_ID,UpdatedByUserId,"""NUMBER(5,0)""",لا,نعم,لا,,المستخدم الذي عدل السطر.
InventoryAdjustment,UP_DATE,UpdatedDate,DATE,لا,نعم,لا,,تاريخ آخر تعديل.
InventoryAdjustment,UP_CNT,UpdateCount,"""NUMBER(10,0)""",لا,نعم,لا,,عدد مرات التعديل.
InventoryAdjustment,POST_U_ID,PostUserId,"""NUMBER(5,0)""",لا,نعم,لا,,رقم المستخدم الذي رحل التسوية.
InventoryAdjustment,POST_DATE,PostDate,DATE,لا,نعم,لا,,تاريخ الترحيل.
InventoryAdjustment,UNPOST_U_ID,UnpostUserId,"""NUMBER(5,0)""",لا,نعم,لا,,رقم المستخدم الذي ألغى الترحيل.
InventoryAdjustment,UNPOST_DATE,UnpostDate,DATE,لا,نعم,لا,,تاريخ إلغاء الترحيل.
InventoryAdjustment,CMP_NO,CompanyNo,"""NUMBER(3,0)""",نعم,لا,لا,,رقم الشركة.
InventoryAdjustment,BRN_NO,BranchNo,"""NUMBER(6,0)""",نعم,لا,لا,,رقم الفرع.
InventoryAdjustment,BRN_YEAR,BranchYear,"""NUMBER(4,0)""",لا,نعم,لا,,السنة المالية للفرع.
InventoryAdjustment,BRN_USR,BranchUser,"""NUMBER(3,0)""",لا,نعم,لا,,مستخدم الفرع.
InventoryAdjustment,AD_TRMNL_NM,AddedTerminal,VARCHAR2(50),لا,نعم,لا,,اسم الجهاز عند الإضافة.
InventoryAdjustment,UP_TRMNL_NM,UpdatedTerminal,VARCHAR2(50),لا,نعم,لا,,اسم الجهاز عند التعديل.
InventoryAdjustment,AC_CODE_DTL,AccountDtlCode,VARCHAR2(30),لا,نعم,لا,,كود تفاصيل الحساب.
InventoryAdjustment,AC_DTL_TYP,AccountDtlType,"""NUMBER(2,0)""",لا,نعم,لا,,نوع تفاصيل الحساب.
InventoryAdjustmentDetail,ADJUST_TYPE,AdjustType,"""NUMBER(2,0)""",نعم,لا,لا,,نوع التسوية.
InventoryAdjustmentDetail,DOC_NO,DocNo,"""NUMBER(15,0)""",نعم,لا,لا,,رقم مستند التسوية.
InventoryAdjustmentDetail,DOC_SER,DocSerial,"""NUMBER(38,0)""",نعم,لا,لا,,الرقم التسلسلي للمستند.
InventoryAdjustmentDetail,I_CODE,ItemCode,VARCHAR2(30),نعم,لا,لا,,كود الصنف.
InventoryAdjustmentDetail,W_CODE,WarehouseCode,"""NUMBER(10,0)""",لا,نعم,لا,,كود المستودع.
InventoryAdjustmentDetail,EXPIRE_DATE,ExpireDate,DATE,لا,نعم,لا,,تاريخ انتهاء الدفعة.
InventoryAdjustmentDetail,BATCH_NO,BatchNo,VARCHAR2(30),لا,نعم,لا,,رقم التشغيلة/الدفعة.
InventoryAdjustmentDetail,BARCODE,Barcode,VARCHAR2(30),لا,نعم,لا,,الباركود المستخدم.
InventoryAdjustmentDetail,WTAVG,WeightedAverage,NUMBER,لا,نعم,لا,,المتوسط المرجح للسعر.
InventoryAdjustmentDetail,AVL_QTY,AvailableQty,NUMBER,لا,نعم,لا,,الكمية المتاحة.
InventoryAdjustmentDetail,PLS_MINS,PlusMinus,NUMBER,لا,نعم,لا,,كمية الزيادة أو النقصان.
InventoryAdjustmentDetail,ITM_UNT,ItemUnit,VARCHAR2(10),نعم,لا,لا,,وحدة الصنف.
InventoryAdjustmentDetail,P_SIZE,PackSize,NUMBER,نعم,لا,لا,,حجم العبوة.
InventoryAdjustmentDetail,P_QTY,PackQty,NUMBER,لا,نعم,لا,,كمية العبوة.
InventoryAdjustmentDetail,USE_SERIALNO,UseSerialNo,"""NUMBER(1,0)""",لا,نعم,لا,,علم استخدام الرقم التسلسلي.
InventoryAdjustmentDetail,RCRD_NO,RecordNo,"""NUMBER(10,0)""",لا,نعم,لا,,رقم السطر الداخلي.
InventoryAdjustmentDetail,DOC_SEQUENCE,DocSequence,"""NUMBER(38,0)""",نعم,لا,لا,,تسلسل السطر بالمستند.
InventoryAdjustmentDetail,ITEM_DESC,ItemDesc,VARCHAR2(1000),لا,نعم,لا,,وصف الصنف.
InventoryAdjustmentDetail,MAN_P_QTY,ManualPackQty,NUMBER,لا,نعم,لا,,كمية العبوة المدخلة يدويًا.
InventoryAdjustmentDetail,MAN_AVL_PQTY,ManualAvailablePackQty,NUMBER,لا,نعم,لا,,كمية العبوة المتاحة يدويًا.
InventoryAdjustmentDetail,PI_PRICE,PurchaseInvoicePrice,NUMBER,لا,نعم,لا,,سعر الشراء بالفاتورة.
InventoryAdjustmentDetail,PI_I_QTY,PurchaseInvoiceQty,NUMBER,لا,نعم,لا,,كمية الشراء بالفاتورة.
InventoryAdjustmentDetail,PR_I_QTY,PreviousInvoiceQty,NUMBER,لا,نعم,لا,,كمية الشراء السابقة بالفاتورة.
InventoryAdjustmentDetail,BILL_DISC,BillDiscount,NUMBER,لا,نعم,لا,,خصم الفاتورة.
InventoryAdjustmentDetail,DOC_TYPE_REF,DocTypeRef,"""NUMBER(2,0)""",لا,نعم,لا,,نوع المستند المرجعي.
InventoryAdjustmentDetail,DOC_NO_REF,DocNoRef,"""NUMBER(15,0)""",لا,نعم,لا,,رقم المستند المرجعي.
InventoryAdjustmentDetail,DOC_SER_REF,DocSerRef,"""NUMBER(38,0)""",لا,نعم,لا,,الرقم التسلسلي للمستند المرجعي.
InventoryAdjustmentDetail,V_CODE,VendorCode,VARCHAR2(15),لا,نعم,لا,,كود المورد.
InventoryAdjustmentDetail,CC_CODE,CostCenterCode,VARCHAR2(30),لا,نعم,لا,,مركز التكلفة.
InventoryAdjustmentDetail,PJ_NO,ProjectNo,VARCHAR2(15),لا,نعم,لا,,رقم المشروع.
InventoryAdjustmentDetail,ACTV_NO,ActivityNo,VARCHAR2(15),لا,نعم,لا,,رقم النشاط.
InventoryAdjustmentDetail,INC_QTY,IncreaseQty,NUMBER,لا,نعم,لا,,كمية الزيادة في التسوية.
InventoryAdjustmentDetail,INC_COST,IncreaseCost,NUMBER,لا,نعم,لا,,تكلفة الزيادة في التسوية.
InventoryAdjustmentDetail,BAL_QTY,BalanceQty,NUMBER,لا,نعم,لا,,كمية الرصيد النهائي.
InventoryAdjustmentDetail,REAL_COST,RealCost,NUMBER,لا,نعم,لا,,التكلفة الحقيقية.
InventoryAdjustmentDetail,I_LENGTH,ItemLength,NUMBER,لا,نعم,لا,,طول العنصر.
InventoryAdjustmentDetail,I_WIDTH,ItemWidth,NUMBER,لا,نعم,لا,,عرض العنصر.
InventoryAdjustmentDetail,I_HEIGHT,ItemHeight,NUMBER,لا,نعم,لا,,ارتفاع العنصر.
InventoryAdjustmentDetail,I_NUMBER,ItemNumber,NUMBER,لا,نعم,لا,,رقم العنصر الإضافي.
InventoryAdjustmentDetail,POST_CODE,PostCode,VARCHAR2(10),لا,نعم,لا,,كود الترحيل.
InventoryAdjustmentDetail,WT_QTY,WeightQty,NUMBER,لا,نعم,لا,,كمية الوزن.
InventoryAdjustmentDetail,WT_UNT,WeightUnit,VARCHAR2(10),لا,نعم,لا,,وحدة الوزن.
InventoryAdjustmentDetail,ARGMNT_NO,ArgumentNo,NUMBER,لا,نعم,لا,,رقم مرجعي إضافي.
InventoryAdjustmentDetail,CMP_NO,CompanyNo,"""NUMBER(3,0)""",نعم,لا,لا,,رقم الشركة.
InventoryAdjustmentDetail,BRN_NO,BranchNo,"""NUMBER(6,0)""",نعم,لا,لا,,رقم الفرع.
InventoryAdjustmentDetail,BRN_YEAR,BranchYear,"""NUMBER(4,0)""",لا,نعم,لا,,السنة المالية للفرع.
InventoryAdjustmentDetail,BRN_USR,BranchUser,"""NUMBER(3,0)""",نعم,لا,لا,,مستخدم الفرع.
InventoryAdjustmentDetail,UP_CNT,UpdateCount,"""NUMBER(10,0)""",لا,نعم,لا,,عدد مرات التعديل.
InventoryAdjustmentDetail,DOC_SEQUENCE_REF,DocSequenceRef,NUMBER,لا,نعم,لا,,تسلسل السطر المرجعي.
InventoryBinDetail,B_CODE,BinCode,VARCHAR2(20),نعم,لا,لا,,كود الموقع التخزيني داخل المستودع (BIN).
InventoryBinDetail,W_CODE,WarehouseCode,"""NUMBER(10,0)""",لا,نعم,لا,,كود المستودع المرتبط بالـ BIN.
InventoryBinDetail,B_A_NAME,BinAName,VARCHAR2(100),نعم,لا,لا,,اسم الـ BIN بالعربي.
InventoryBinDetail,B_E_NAME,BinEName,VARCHAR2(100),لا,نعم,لا,,اسم الـ BIN بالإنجليزي.
InventoryBinDetail,EXTERNAL_POST,ExternalPost,"""NUMBER(5,0)""",لا,نعم,لا,,علم الترحيل الخارجي.
InventoryBinDetail,AD_U_ID,AddedByUserId,"""NUMBER(5,0)""",لا,نعم,لا,,المستخدم الذي أضاف السطر.
InventoryBinDetail,AD_DATE,AddedDate,DATE,لا,نعم,لا,,تاريخ الإضافة.
InventoryBinDetail,UP_U_ID,UpdatedByUserId,"""NUMBER(5,0)""",لا,نعم,لا,,المستخدم الذي عدل السطر.
